BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DEATH,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
201701,1,0,201701,9,1000,ARKANSAS,5,2017,January,Flood,C,147,WOODRUFF,LZK,01-JAN-17 00:00:00,CST-6,09-JAN-17 10:00:00,0,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,1,RIVERSIDE,1,CAVELL,35.2775,-91.2468,35.2585,-91.2523
201701,1,641,201701,1,730,CALIFORNIA,6,2017,January,Flash Flood,C,71,SAN BERNARDINO,VEF,01-JAN-17 06:41:00,PST-8,01-JAN-17 07:30:00,0,0,0,0,0,1.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,3,YERMO,3,MINNEOLA,34.9043,-116.7727,34.8906,-116.7709
201701,1,1320,201701,3,2200,FLORIDA,12,2017,January,Flood,C,131,WALTON,TAE,01-JAN-17 13:20:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,2,LIBERTY,2,LIBERTY,30.8,-86.23,30.8044,-86.2294
201701,1,1500,201701,1,1530,MISSISSIPPI,28,2017,January,Flash Flood,C,35,FORREST,JAN,01-JAN-17 15:00:00,CST-6,01-JAN-17 15:30:00,0,0,0,0,0,3.00K,0.00K,Department of Highways,,,Heavy Rain,,,,1,RIVERSIDE,1,HATTIESBURG,31.3355,-89.3262,31.3329,-89.3273
201701,1,1900,201701,3,2200,FLORIDA,12,2017,January,Flood,C,131,WALTON,TAE,01-JAN-17 19:00:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,2,CANEY CREEK,1,CANEY CREEK,30.88,-86.23,30.8806,-86.221
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,SMITH CROSSROADS,1,SMITH CROSSROADS,30.99,-85.79,30.9935,-85.7875
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,3,SMITH CROSSROADS,1,SMITH CROSSROADS,30.9936,-85.8121,30.994,-85.7828
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,3,BETHLEHEM,3,BETHLEHEM,30.88,-85.72,30.8819,-85.7185
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,3,BARKER STORE,2,BARKER STORE,30.9001,-85.9548,30.9122,-85.9434
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,PITTMAN,0,PITTMAN,30.9334,-85.8165,30.9352,-85.8242
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,2,SMITH CROSSROADS,2,MILLER CROSSROADS,30.9624,-85.7854,30.9437,-85.7789
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,SMITH CROSSROADS,2,PITTMAN,30.9784,-85.7883,30.9421,-85.7906
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,SMITH CROSSROADS,1,SMITH CROSSROADS,30.9737,-85.7573,30.9747,-85.7531
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,ROYALS CROSSROADS,2,ROYALS CROSSROADS,30.9587,-85.9927,30.9436,-85.9797
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,SMITH CROSSROADS,2,SMITH CROSSROADS,30.9804,-85.7798,30.9602,-85.7931
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,2,PITTMAN,1,PITTMAN,30.9604,-85.807,30.9606,-85.8136
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,2,GRITNEY,2,GRITNEY,30.8,-85.82,30.8021,-85.8254
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,4,PONCE DE LEON,3,PONCE DE LEON,30.7662,-85.9585,30.7583,-85.9447
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,4,BETHLEHEM,4,NOMA,30.87,-85.69,30.8695,-85.6827
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,0,BETHLEHEM,1,BETHLEHEM,30.9198,-85.7357,30.9199,-85.7123
201701,1,2005,201701,3,2200,FLORIDA,12,2017,January,Flood,C,59,HOLMES,TAE,01-JAN-17 20:05:00,CST-6,03-JAN-17 22:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,0,CURRY FERRY,0,IZAGORA,30.92,-85.84,30.9082,-85.8411
201701,1,2045,201701,3,2045,ALABAMA,1,2017,January,Flood,C,61,GENEVA,TAE,01-JAN-17 20:45:00,CST-6,03-JAN-17 20:45:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,2,BLACK,2,BLACK,31.02,-85.71,31.0205,-85.7062
201701,1,2045,201701,3,2045,ALABAMA,1,2017,January,Flood,C,61,GENEVA,TAE,01-JAN-17 20:45:00,CST-6,03-JAN-17 20:45:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,3,SLOCOMB,4,SLOCOMB,31.06,-85.62,31.054,-85.6234
201701,1,2045,201701,3,2045,ALABAMA,1,2017,January,Flood,C,61,GENEVA,TAE,01-JAN-17 20:45:00,CST-6,03-JAN-17 20:45:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,2,BLACK,1,BLACK,31.03,-85.73,31.0282,-85.7318
201701,1,2045,201701,3,2045,ALABAMA,1,2017,January,Flood,C,61,GENEVA,TAE,01-JAN-17 20:45:00,CST-6,03-JAN-17 20:45:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,4,SLOCOMB,4,SLOCOMB,31.06,-85.63,31.0591,-85.6363
201702,1,0,201702,1,900,ILLINOIS,17,2017,February,Flood,C,59,GALLATIN,PAH,01-FEB-17 00:00:00,CST-6,01-FEB-17 09:00:00,0,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,0,SHAWNEETOWN,0,SHAWNEETOWN,37.7,-88.13,37.6942,-88.1289
201702,1,0,201702,1,100,ILLINOIS,17,2017,February,Flood,C,193,WHITE,PAH,01-FEB-17 00:00:00,CST-6,01-FEB-17 01:00:00,0,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,1,MAUNIE,2,MAUNIE,38.0354,-88.041,38.0287,-88.0108
201702,1,0,201702,1,100,INDIANA,18,2017,February,Flood,C,129,POSEY,PAH,01-FEB-17 00:00:00,CST-6,01-FEB-17 01:00:00,0,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,2,NEW HARMONY,1,NEW HARMONY,38.1011,-87.93,38.1227,-87.9456
201703,1,0,201703,19,500,SOUTH DAKOTA,46,2017,March,Flood,C,13,BROWN,ABR,01-MAR-17 00:00:00,CST-6,19-MAR-17 05:00:00,0,0,0,0,0,0.00K,0.00K,River/Stream Gage,,,Heavy Rain / Snow Melt,,,,5,HECLA,4,HECLA,45.93,-98.22,45.93,-98.13
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,5,BANNOCK,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,125.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,5,CHUBBUCK,5,HAWKINS,42.9712,-112.5199,42.53,-112.4282
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,7,BEAR LAKE,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,135.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,8,NOUNAN,10,PARIS,42.5519,-111.5611,42.23,-111.5955
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,19,BONNEVILLE,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,40.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,30,UCON,20,AMMON,43.58,-112.5694,43.47,-112.3789
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,23,BUTTE,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,135.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,6,MOORE,10,ARCO BUTTE,43.7914,-113.455,43.4977,-113.4712
201703,1,100,201703,31,1400,IDAHO,16,2017,March,Flood,C,29,CARIBOU,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 14:00:00,0,0,0,0,0,42.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,5,CHESTERFIELD,10,BANCROFT,42.9212,-111.9499,42.72,-112.067
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,31,CASSIA,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,175.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,10,BURLEY,25,ALMO,42.53,-113.9764,41.9615,-114.0801
201703,1,100,201703,31,1700,IDAHO,16,2017,March,Flood,C,33,CLARK,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 17:00:00,0,0,0,0,0,10.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,10,SPENCER,30,DUBOIS,44.35,-112.3824,44.0038,-112.7885
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,37,CUSTER,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,90.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,10,STANLEY,10,STANLEY,44.3647,-114.93,44.1177,-115.0727
201703,1,100,201703,1,200,INDIANA,18,2017,March,Flash Flood,C,137,RIPLEY,ILN,01-MAR-17 01:00:00,EST-5,01-MAR-17 02:00:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,LOOKOUT,1,DELAWARE,39.1634,-85.2127,39.1195,-85.2237
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,41,FRANKLIN,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,77.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,0,THATCHER,5,OXFORD,42.42,-111.72,42.2188,-112.0891
201703,1,100,201703,31,100,IDAHO,16,2017,March,Flood,C,51,JEFFERSON,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 01:00:00,0,0,0,0,0,435.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,0,CAMAS,6,MONTEVIEW,44,-112.22,43.93,-112.6506
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,63,LINCOLN,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,277.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,12,SHOSHONE,5,KIMAMA,42.8072,-114.5676,42.7576,-113.78
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,67,MINIDOKA,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,425.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,25,ADELAIDE,10,PAUL,43.1618,-113.72,42.6,-113.9666
201703,1,100,201703,31,2300,IDAHO,16,2017,March,Flood,C,71,ONEIDA,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 23:00:00,0,0,0,0,0,45.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,0,DANIELS,20,BUIST,42.37,-112.4,42.33,-112.9916
201703,1,100,201703,31,500,IDAHO,16,2017,March,Flood,C,77,POWER,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 05:00:00,0,0,0,0,0,25.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,10,ROY,20,AMERICAN FALLS,42.37,-113.0159,42.78,-112.4356
201703,1,100,201703,31,2200,IDAHO,16,2017,March,Flood,C,11,BINGHAM,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 22:00:00,0,0,0,0,0,215.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,0,ATOMIC CITY,0,ABERDEEN,43.43,-112.82,42.95,-112.85
201703,1,100,201703,31,2200,IDAHO,16,2017,March,Flood,C,13,BLAINE,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 22:00:00,0,0,0,0,0,140.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,10,SUN VLY,20,BELLEVUE,43.8023,-114.4917,43.47,-114.6689
201703,1,100,201703,31,100,IDAHO,16,2017,March,Flood,C,65,MADISON,PIH,01-MAR-17 01:00:00,MST-7,31-MAR-17 01:00:00,0,0,0,0,0,15.00K,0.00K,Emergency Manager,,,Heavy Rain / Snow Melt,,,,3,PLANO,3,THORNTON,43.9234,-111.88,43.75,-111.9101
201703,1,130,201703,1,330,INDIANA,18,2017,March,Flash Flood,C,137,RIPLEY,ILN,01-MAR-17 01:30:00,EST-5,01-MAR-17 03:30:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,0,DELAWARE,1,PIERCEVILLE,39.13,-85.22,39.1397,-85.1907
201703,1,145,201703,1,215,OHIO,39,2017,March,Flash Flood,C,17,BUTLER,ILN,01-MAR-17 01:45:00,EST-5,01-MAR-17 02:15:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,PRINCETON,0,PRINCETON,39.3885,-84.4626,39.3851,-84.45
201703,1,200,201703,1,400,INDIANA,18,2017,March,Flash Flood,C,29,DEARBORN,ILN,01-MAR-17 02:00:00,EST-5,01-MAR-17 04:00:00,0,0,0,0,0,20.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,UPLAND,2,AURORA,39.1322,-84.89,39.0912,-84.8831
201703,1,200,201703,1,330,INDIANA,18,2017,March,Flash Flood,C,29,DEARBORN,ILN,01-MAR-17 02:00:00,EST-5,01-MAR-17 03:30:00,0,0,0,0,0,10.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,HOMESTEAD,2,UPLAND,39.15,-84.83,39.1589,-84.8735
201703,1,200,201703,1,300,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 02:00:00,EST-5,01-MAR-17 03:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,HYDE PARK,1,HYDE PARK,39.16,-84.45,39.1674,-84.4465
201703,1,230,201703,1,330,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 02:30:00,EST-5,01-MAR-17 03:30:00,0,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,1,MACK,1,MACK,39.1591,-84.6176,39.1592,-84.609
201703,1,230,201703,1,700,OHIO,39,2017,March,Flash Flood,C,25,CLERMONT,ILN,01-MAR-17 02:30:00,EST-5,01-MAR-17 07:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,0,BATAVIA,2,LOVELAND,39.07,-84.17,39.2632,-84.2116
201703,1,230,201703,1,630,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 02:30:00,EST-5,01-MAR-17 06:30:00,0,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,0,(LUK)LUNKEN FLD CINC,1,HAZELWOOD,39.1,-84.42,39.2686,-84.3585
201703,1,230,201703,1,330,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 02:30:00,EST-5,01-MAR-17 03:30:00,0,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,1,CUMMINGSVILLE,1,CUMMINGSVILLE,39.1535,-84.5405,39.1576,-84.5367
201703,1,245,201703,1,345,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 02:45:00,EST-5,01-MAR-17 03:45:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,NORWOOD,1,NORWOOD,39.1457,-84.3903,39.1461,-84.3896
201703,1,300,201703,1,600,OHIO,39,2017,March,Flood,C,61,HAMILTON,ILN,01-MAR-17 03:00:00,EST-5,01-MAR-17 06:00:00,0,0,0,0,0,100.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,0,CINCINNATI,0,RENDCOMB JCT,39.12,-84.55,39.1248,-84.421
201703,1,500,201703,1,700,OHIO,39,2017,March,Flash Flood,C,15,BROWN,ILN,01-MAR-17 05:00:00,EST-5,01-MAR-17 07:00:00,0,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,1,ST MARTIN,1,ST MARTIN,39.2262,-83.8948,39.2305,-83.8824
201703,1,500,201703,1,630,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 05:00:00,EST-5,01-MAR-17 06:30:00,0,0,0,0,0,20.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,1,DAYTON,0,DAYTON,39.11,-84.44,39.1217,-84.4359
201703,1,530,201703,1,630,KENTUCKY,21,2017,March,Flash Flood,C,135,LEWIS,ILN,01-MAR-17 05:30:00,EST-5,01-MAR-17 06:30:00,0,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,1,CLARKSBURG,1,CLARKSBURG,38.5957,-83.3802,38.5967,-83.3749
201703,1,530,201703,1,630,KENTUCKY,21,2017,March,Flash Flood,C,135,LEWIS,ILN,01-MAR-17 05:30:00,EST-5,01-MAR-17 06:30:00,0,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,0,CHARTERS,1,CHARTERS,38.57,-83.43,38.5581,-83.4328
201703,1,545,201703,1,700,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 05:45:00,EST-5,01-MAR-17 07:00:00,0,0,0,0,0,2.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,1,CHEVIOT,0,CHEVIOT,39.1433,-84.5859,39.1477,-84.5801
201703,1,600,201703,1,700,OHIO,39,2017,March,Flash Flood,C,27,CLINTON,ILN,01-MAR-17 06:00:00,EST-5,01-MAR-17 07:00:00,0,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,1,SABINA,1,SABINA,39.49,-83.63,39.4922,-83.64
201703,1,600,201703,1,700,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 06:00:00,EST-5,01-MAR-17 07:00:00,0,0,0,0,0,10.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,LOCKLAND,1,LOCKLAND,39.2279,-84.443,39.2274,-84.4415
201703,1,600,201703,1,800,OHIO,39,2017,March,Flash Flood,C,73,HOCKING,ILN,01-MAR-17 06:00:00,EST-5,01-MAR-17 08:00:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,2,LAURELVILLE,1,LAURELVILLE,39.4822,-82.7509,39.4638,-82.7507
201703,1,630,201703,1,730,INDIANA,18,2017,March,Flash Flood,C,137,RIPLEY,ILN,01-MAR-17 06:30:00,EST-5,01-MAR-17 07:30:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,NEW MARION,2,CORRECT,39,-85.36,39.0016,-85.3116
201703,1,630,201703,1,730,INDIANA,18,2017,March,Flash Flood,C,137,RIPLEY,ILN,01-MAR-17 06:30:00,EST-5,01-MAR-17 07:30:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,VERSAILLES,2,ELROD,39.06,-85.24,39.0531,-85.2086
201703,1,630,201703,1,800,KENTUCKY,21,2017,March,Flash Flood,C,135,LEWIS,ILN,01-MAR-17 06:30:00,EST-5,01-MAR-17 08:00:00,0,0,0,0,0,200.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,EPWORTH,2,FERRY VANCEBURG,38.5332,-83.5826,38.574,-83.308
201703,1,645,201703,1,745,KENTUCKY,21,2017,March,Flash Flood,C,15,BOONE,ILN,01-MAR-17 06:45:00,EST-5,01-MAR-17 07:45:00,0,0,0,0,0,50.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,3,PETERSBURG,2,IDLEWILD,39.05,-84.81,39.0579,-84.8103
201703,1,645,201703,1,745,INDIANA,18,2017,March,Flash Flood,C,29,DEARBORN,ILN,01-MAR-17 06:45:00,EST-5,01-MAR-17 07:45:00,0,0,0,0,0,30.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,GUILFORD,3,BRIGHT,39.17,-84.91,39.185,-84.8309
201703,1,648,201703,1,850,INDIANA,18,2017,March,Flood,C,71,JACKSON,IND,01-MAR-17 06:48:00,EST-5,01-MAR-17 08:50:00,0,0,0,0,0,1.00K,1.00K,Public,,,Heavy Rain,,,,3,NEW FARMINGTON,3,NEW FARMINGTON,38.9059,-85.8227,38.9074,-85.8168
201703,1,658,201703,1,938,HAWAII,15,2017,March,Flash Flood,C,7,KAUAI,HFO,01-MAR-17 06:58:00,HST-10,01-MAR-17 09:38:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,PRINCEVILLE,1,PRINCEVILLE,22.2099,-159.4807,22.2113,-159.4775
201703,1,700,201703,1,800,OHIO,39,2017,March,Flash Flood,C,61,HAMILTON,ILN,01-MAR-17 07:00:00,EST-5,01-MAR-17 08:00:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,RED BANK,1,RED BANK,39.1185,-84.4037,39.1105,-84.3887
201703,1,700,201703,1,830,OHIO,39,2017,March,Flash Flood,C,73,HOCKING,ILN,01-MAR-17 07:00:00,EST-5,01-MAR-17 08:30:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,MURRAY CITY,1,MURRAY CITY,39.51,-82.17,39.5319,-82.1716
201703,1,700,201703,1,1230,OHIO,39,2017,March,Flash Flood,C,165,WARREN,ILN,01-MAR-17 07:00:00,EST-5,01-MAR-17 12:30:00,0,0,0,0,0,0.00K,0.00K,NWS Employee,,,Heavy Rain,,,,2,ROACHESTER,2,ROACHESTER,39.3545,-84.1311,39.3546,-84.1297
201703,1,700,201703,1,700,KENTUCKY,21,2017,March,Flash Flood,C,91,HANCOCK,LMK,01-MAR-17 07:00:00,CST-6,01-MAR-17 07:00:00,0,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,2,CHAMBERS,2,GOERING,37.81,-86.8,37.8104,-86.7956
201703,1,715,201703,1,815,OHIO,39,2017,March,Flash Flood,C,165,WARREN,ILN,01-MAR-17 07:15:00,EST-5,01-MAR-17 08:15:00,0,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,1,LEBANON,1,LEBANON,39.416,-84.205,39.4193,-84.1869
201703,1,751,201703,2,820,WEST VIRGINIA,54,2017,March,Flood,C,51,MARSHALL,PBZ,01-MAR-17 07:51:00,EST-5,02-MAR-17 08:20:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,ROCKLICK,1,WOLF RUN,39.8776,-80.553,39.9001,-80.5499
201703,1,823,201703,1,2100,PENNSYLVANIA,42,2017,March,Flood,C,51,FAYETTE,PBZ,01-MAR-17 08:23:00,EST-5,01-MAR-17 21:00:00,0,0,0,0,0,10.00K,0.00K,State Official,,,Heavy Rain,,,,0,LEITH,2,FARMINGTON ARPT,39.9,-79.72,39.8245,-79.5204
201703,1,830,201703,1,1140,KENTUCKY,21,2017,March,Flash Flood,C,89,GREENUP,RLX,01-MAR-17 08:30:00,EST-5,01-MAR-17 11:40:00,0,0,0,0,0,1.00K,0.00K,911 Call Center,,,Heavy Rain,,,,2,BRUSHART,2,BRUSHART,38.5528,-83.0968,38.5412,-83.1099
201703,1,845,201703,1,1055,OHIO,39,2017,March,Flash Flood,C,127,PERRY,RLX,01-MAR-17 08:45:00,EST-5,01-MAR-17 10:55:00,0,0,0,0,0,1.00K,0.00K,911 Call Center,,,Heavy Rain,,,,1,CROOKSVILLE,1,ROSEVILLE,39.7777,-82.0809,39.8141,-82.0768
201703,1,900,201703,1,1400,OHIO,39,2017,March,Flood,C,141,ROSS,ILN,01-MAR-17 09:00:00,EST-5,01-MAR-17 14:00:00,0,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,0,MASSIEVILLE,2,CHILLICOTHE,39.27,-82.98,39.3471,-82.9571
